timestamp,frame,px,py,pvx,pvy,a_attack,a_dash,a_idle,aim
1.434,42,-0.9617,-2.7241,0.0000,-2.4000,0,0,0,2.5973
1.469,43,-0.9617,-2.8063,0.0000,-2.4000,0,0,0,2.5626
1.502,44,-0.9617,-2.8855,0.0000,-2.4000,0,0,0,2.5140
1.533,45,-0.9617,-2.9613,0.0000,-2.4000,0,0,0,2.4505
1.570,46,-1.0243,-3.0243,-1.6971,-1.6971,0,0,0,2.4223
1.601,47,-1.0762,-3.0762,-1.6971,-1.6971,0,0,0,2.4102
1.638,48,-1.1390,-3.1390,-1.6971,-1.6971,1,0,0,2.3986
1.669,49,-1.1916,-3.1916,-1.6971,-1.6971,0,0,0,2.2817
1.702,50,-1.2481,-3.2481,-1.6971,-1.6971,0,0,0,2.2141
1.734,51,-1.3028,-3.3028,-1.6971,-1.6971,0,0,0,2.1921
1.766,52,-1.3559,-3.3559,-1.6971,-1.6971,0,0,0,2.1871
1.801,53,-1.4154,-3.4154,-1.6971,-1.6971,0,0,0,2.1829
1.836,54,-1.4750,-3.4750,-1.6971,-1.6971,0,0,0,2.1556
1.869,55,-1.5320,-3.5320,-1.6971,-1.6971,0,0,0,2.1286
1.901,56,-1.5853,-3.5853,-1.6971,-1.6971,0,0,0,2.1080
1.934,57,-1.6415,-3.6415,-1.6971,-1.6971,0,0,0,1.9855
1.974,58,-1.7090,-3.7090,-1.6971,-1.6971,0,0,0,1.6585
2.009,59,-1.7686,-3.7686,-1.6971,-1.6971,0,0,0,1.1238
2.036,60,-1.8144,-3.8144,-1.6971,-1.6971,0,0,0,0.6202
2.066,61,-1.8664,-3.8664,-1.6971,-1.6971,0,0,0,0.4600
2.101,62,-1.9502,-3.8668,-2.4000,0.0000,0,0,0,0.4429
2.135,63,-2.0297,-3.8668,-2.4000,0.0000,0,0,0,0.4255
2.168,64,-2.1090,-3.8668,-2.4000,0.0000,0,0,0,0.4032
2.201,65,-2.1884,-3.8668,-2.4000,0.0000,0,0,0,0.3902
2.233,66,-2.2664,-3.8668,-2.4000,0.0000,0,0,0,0.3790
2.267,67,-2.3242,-3.8093,-1.6971,1.6971,0,0,0,0.3695
2.302,68,-2.3828,-3.7508,-1.6971,1.6971,0,0,0,0.3623
2.333,69,-2.4363,-3.6972,-1.6971,1.6971,0,0,0,0.3605
2.365,70,-2.4906,-3.6429,-1.6971,1.6971,0,0,0,0.3557
2.401,71,-2.5514,-3.5822,-1.6971,1.6971,0,0,0,0.3605
2.433,72,-2.6053,-3.5282,-1.6971,1.6971,0,0,0,0.3485
2.467,73,-2.6628,-3.4707,-1.6971,1.6971,0,0,0,0.3382
2.500,74,-2.7191,-3.4144,-1.6971,1.6971,0,0,0,0.3260
2.535,75,-2.7789,-3.3546,-1.6971,1.6971,0,0,0,0.3170
2.569,76,-2.8363,-3.2972,-1.6971,1.6971,0,0,0,0.2319
2.600,77,-2.8885,-3.2450,-1.6971,1.6971,0,0,0,0.1993
2.633,78,-2.9445,-3.1891,-1.6971,1.6971,0,0,0,0.1951
2.667,79,-3.0028,-3.1308,-1.6971,1.6971,0,0,0,0.1711
2.700,80,-3.0592,-3.0743,-1.6971,1.6971,0,0,0,0.1227
2.735,81,-3.1189,-3.0147,-1.6971,1.6971,0,0,0,0.1036
2.767,82,-3.1732,-2.9604,-1.6971,1.6971,0,0,0,0.1000
2.800,83,-3.2285,-2.9050,-1.6971,1.6971,0,0,0,0.0991
2.834,84,-3.2864,-2.8471,-1.6971,1.6971,0,0,0,0.0961
2.869,85,-3.3458,-2.7877,-1.6971,1.6971,0,0,0,0.0929
2.903,86,-3.4039,-2.7296,-1.6971,1.6971,0,0,0,0.0903
2.935,87,-3.4580,-2.6756,-1.6971,1.6971,0,0,0,0.0278
2.966,88,-3.5096,-2.6239,-1.6971,1.6971,0,0,0,-0.0148
2.999,89,-3.5667,-2.5669,-1.6971,1.6971,0,0,0,-0.0154
3.033,90,-3.6242,-2.5093,-1.6971,1.6971,0,0,0,-0.0188
3.066,91,-3.6800,-2.4535,-1.6971,1.6971,0,0,0,-0.0199
3.101,92,-3.7386,-2.3949,-1.6971,1.6971,0,0,0,-0.0196
3.133,93,-3.7930,-2.3406,-1.6971,1.6971,0,0,0,-0.0208
3.168,94,-3.8825,-2.2801,-1.6971,1.6971,0,0,0,-0.0198
3.201,95,-3.9372,-2.2233,0.0000,2.4000,0,0,0,-0.0224
3.236,96,-3.9372,-1.6575,0.0000,0.0000,0,1,1,-0.0610
3.269,97,-3.9372,-1.6530,0.0000,2.4000,0,1,0,-0.3920
3.302,98,-3.9372,-0.4848,0.0000,2.4000,0,1,0,-0.4776
3.336,99,-3.9372,0.5630,0.0000,2.4000,0,1,0,-0.8704
3.367,100,-3.9375,0.7769,-1.6971,1.6971,0,1,0,-1.0317
3.401,101,-3.9386,0.7781,-1.6971,1.6971,0,0,0,-1.0270
3.434,102,-3.9947,0.8342,-1.6971,1.6971,0,0,0,-0.9911
3.471,103,-4.0575,0.8969,-1.6971,1.6971,0,0,0,-0.9409
3.502,104,-4.1114,0.9464,-2.4000,0.0000,0,0,0,-0.8860
3.537,105,-4.1951,0.9464,-2.4000,0.0000,0,0,0,-0.8373
3.566,106,-4.2652,0.9464,-2.4000,0.0000,0,0,0,-0.7589
3.601,107,-4.3486,0.9464,-2.4000,0.0000,0,0,0,-0.7038
3.637,108,-4.4353,0.9464,-2.4000,0.0000,0,0,0,-0.6702
3.669,109,-4.5134,0.9464,-2.4000,0.0000,0,0,0,-0.8178
3.701,110,-4.5903,0.9464,-2.4000,0.0000,0,0,0,-1.0359
3.737,111,-4.6751,0.9464,-2.4000,0.0000,0,0,0,-1.1950
3.770,112,-4.7522,0.9516,-1.6971,1.6971,0,0,0,-1.2252
3.800,113,-4.8032,1.0026,-1.6971,1.6971,0,0,0,-1.2170
3.834,114,-4.8035,1.0848,0.0000,2.4000,0,0,0,-1.2207
3.869,115,-4.8035,1.1683,0.0000,2.4000,0,0,0,-1.2315
3.900,116,-4.8035,1.2441,0.0000,2.4000,1,0,0,-1.2303
3.934,117,-4.8035,1.3256,0.0000,2.4000,0,0,0,-1.2028
3.967,118,-4.8035,1.4045,0.0000,2.4000,0,0,0,-1.1690
4.000,119,-4.8027,1.4838,1.6971,1.6971,0,0,0,-1.1717
4.035,120,-4.7436,1.5429,1.6971,1.6971,0,0,0,-1.1806
4.069,121,-4.6859,1.6006,1.6971,1.6971,0,0,0,-1.2164
4.101,122,-4.6326,1.6539,1.6971,1.6971,0,0,0,-1.2445
4.133,123,-4.5778,1.7086,1.6971,1.6971,0,0,0,-1.2774
4.166,124,-4.5212,1.7652,1.6971,1.6971,0,0,0,-1.2907
4.200,125,-4.4640,1.8225,1.6971,1.6971,0,0,0,-1.3111
4.234,126,-4.4063,1.8802,1.6971,1.6971,0,0,0,-1.3413
4.268,127,-4.3486,1.9378,1.6971,1.6971,1,0,0,-1.3643
4.301,128,-4.2919,1.9945,1.6971,1.6971,0,0,0,-1.3921
4.332,129,-4.2393,2.0472,1.6971,1.6971,0,0,0,-1.4201
4.370,130,-4.1759,2.1105,1.6971,1.6971,0,0,0,-1.4651
4.401,131,-4.1225,2.1640,1.6971,1.6971,0,0,0,-1.4821
4.433,132,-4.0682,2.2183,1.6971,1.6971,0,0,0,-1.4837
4.467,133,-4.0108,2.2757,1.6971,1.6971,0,0,0,-1.4876
4.503,134,-3.9501,2.3364,1.6971,1.6971,0,0,0,-1.4917
4.535,135,-3.8962,2.3903,1.6971,1.6971,0,0,0,-1.4956
4.567,136,-3.8415,2.4450,1.6971,1.6971,0,0,0,-1.4451
4.601,137,-3.7828,2.5037,1.6971,1.6971,0,0,0,-1.4474
4.636,138,-3.7237,2.5628,1.6971,1.6971,0,0,0,-1.4504
4.667,139,-3.6720,2.6145,1.6971,1.6971,0,0,0,-1.4521
4.701,140,-3.6146,2.6718,1.6971,1.6971,0,0,0,-1.4597
4.733,141,-3.5599,2.7266,1.6971,1.6971,0,0,0,-1.4627
4.766,142,-3.5041,2.7823,1.6971,1.6971,0,0,0,-1.4262
4.801,143,-3.4440,2.8424,1.6971,1.6971,0,0,0,-1.3930
4.833,144,-3.3897,2.8968,1.6971,1.6971,0,0,0,-1.3829
4.866,145,-3.3342,2.9522,1.6971,1.6971,0,0,0,-1.3739
4.902,146,-3.2726,3.0139,1.6971,1.6971,0,0,0,-1.3790
4.933,147,-3.2208,3.0657,1.6971,1.6971,0,0,0,-1.3834
4.967,148,-3.1632,3.1232,1.6971,1.6971,0,0,0,-1.3891
5.001,149,-3.1042,3.1822,1.6971,1.6971,0,0,0,-1.4026
5.035,150,-3.0468,3.2397,1.6971,1.6971,0,0,0,-1.4800
5.069,151,-2.9890,3.2974,1.6971,1.6971,0,0,0,-1.5302
5.099,152,-2.9378,3.3487,1.6971,1.6971,0,0,0,-1.5515
5.133,153,-2.8804,3.4061,1.6971,1.6971,0,0,0,-1.5497
5.167,154,-2.7990,3.4063,2.4000,0.0000,0,0,0,-1.5518
5.201,155,-2.7167,3.4063,2.4000,0.0000,0,0,0,-1.5708
5.236,156,-2.6345,3.4063,2.4000,0.0000,0,0,0,-1.5774
5.266,157,-2.5620,3.4063,2.4000,0.0000,0,0,0,-1.5830
5.299,158,-2.4816,3.4063,2.4000,0.0000,0,0,0,-1.5849
5.335,159,-2.3967,3.4063,2.4000,0.0000,0,0,0,-1.5913
5.366,160,-2.3214,3.4063,2.4000,0.0000,0,0,0,-1.5964
5.401,161,-2.2370,3.4063,2.4000,0.0000,0,0,0,-1.6063
5.436,162,-2.1547,3.4063,2.4000,0.0000,0,0,0,-1.6249
5.466,163,-2.0812,3.4063,2.4000,0.0000,0,0,0,-1.6365
5.502,164,-1.9947,3.4063,2.4000,0.0000,0,0,0,-1.6359
5.535,165,-1.9157,3.4063,2.4000,0.0000,0,0,0,-1.6420
5.569,166,-1.8338,3.4063,2.4000,0.0000,0,0,0,-1.6640
5.601,167,-1.7586,3.4063,2.4000,0.0000,0,0,0,-1.7810
5.633,168,-1.6814,3.4063,2.4000,0.0000,0,0,0,-1.8898
5.667,169,-1.5989,3.4063,2.4000,0.0000,0,0,0,-1.9396
5.701,170,-1.5170,3.4063,2.4000,0.0000,0,0,0,-1.9426
5.734,171,-1.4376,3.4063,2.4000,0.0000,0,0,0,-1.9436
5.767,172,-1.3587,3.4063,2.4000,0.0000,0,0,0,-1.9438
5.804,173,-1.2711,3.4063,2.4000,0.0000,0,0,0,-1.9696
5.837,174,-1.1917,3.4063,2.4000,0.0000,0,0,0,-2.0408
5.866,175,-1.1209,3.4063,2.4000,0.0000,0,0,0,-2.1259
5.899,176,-1.0646,3.4618,1.6971,1.6971,0,0,0,-2.1297
5.936,177,-1.0022,3.5243,1.6971,1.6971,1,0,0,-2.1276
5.968,178,-0.9484,3.5781,1.6971,1.6971,0,0,0,-2.1142
6.000,179,-0.8941,3.6324,1.6971,1.6971,0,0,0,-2.1070
6.035,180,-0.8345,3.6919,1.6971,1.6971,0,0,0,-2.1026
6.069,181,-0.7762,3.7502,1.6971,1.6971,0,0,0,-2.1144
6.100,182,-0.7243,3.8022,1.6971,1.6971,0,0,0,-2.1339
6.134,183,-0.6670,3.8594,1.6971,1.6971,0,0,0,-2.1260
6.166,184,-0.6128,3.9136,1.6971,1.6971,0,0,0,-2.1213
6.199,185,-0.5556,3.9708,1.6971,1.6971,0,0,0,-2.1158
6.234,186,-0.4962,4.0302,1.6971,1.6971,0,0,0,-2.1121
6.265,187,-0.4436,4.0828,1.6971,1.6971,0,0,0,-2.1340
6.300,188,-0.3494,4.1410,1.6971,1.6971,0,0,0,-2.1468
6.338,189,-0.2582,4.1417,2.4000,0.0000,0,0,0,-2.1616
6.368,190,-0.1854,4.1417,2.4000,0.0000,0,0,0,-2.2006
6.404,191,-0.0977,4.1417,2.4000,0.0000,0,0,0,-2.2158
6.434,192,-0.0277,4.1417,2.4000,0.0000,0,0,0,-2.2306
6.471,193,0.0619,4.1417,2.4000,0.0000,0,0,0,-2.2520
6.501,194,0.1329,4.1417,2.4000,0.0000,0,0,0,-2.2957
6.536,195,0.2181,4.1417,2.4000,0.0000,0,0,0,-2.3398
6.569,196,0.7840,4.1417,0.0000,0.0000,0,1,1,-2.3612
6.604,197,0.7924,4.1417,2.4000,0.0000,0,1,0,-2.6051
6.633,198,2.0244,4.1417,2.4000,0.0000,0,1,0,-2.6439
6.668,199,2.9579,4.1417,2.4000,0.0000,0,1,0,-2.8475
6.704,200,3.2272,4.1417,2.4000,0.0000,0,1,0,-2.9058
6.733,201,3.2183,4.1417,2.4000,0.0000,0,0,0,-2.8997
6.770,202,3.3060,4.1417,2.4000,0.0000,0,0,0,-2.8983
6.801,203,3.3797,4.1417,2.4000,0.0000,0,0,0,-2.9543
6.837,204,3.4673,4.1417,2.4000,0.0000,0,0,0,-3.0185
6.869,205,3.5420,4.1378,1.6971,-1.6971,0,0,0,-3.0745
6.901,206,3.5961,4.0837,1.6971,-1.6971,0,0,0,-3.0910
6.934,207,3.6516,4.0282,1.6971,-1.6971,0,0,0,-3.1026
6.969,208,3.7113,3.9685,1.6971,-1.6971,0,0,0,-3.1124
7.000,209,3.7642,3.9156,1.6971,-1.6971,0,0,0,-3.1221
7.035,210,3.7644,3.8323,0.0000,-2.4000,0,0,0,-3.1289
7.071,211,3.7644,3.7460,0.0000,-2.4000,0,0,0,3.1409
7.102,212,3.7644,3.6717,0.0000,-2.4000,0,0,0,3.1224
7.132,213,3.7644,3.5995,0.0000,-2.4000,0,0,0,3.1171
7.166,214,3.7644,3.5171,0.0000,-2.4000,0,0,0,3.1119
7.202,215,3.7644,3.4309,0.0000,-2.4000,0,0,0,3.1038
7.236,216,3.7644,3.3493,0.0000,-2.4000,0,0,0,3.0941
7.269,217,3.7644,3.2704,0.0000,-2.4000,0,0,0,3.0803
7.299,218,3.7644,3.1983,0.0000,-2.4000,0,0,0,3.0720
7.333,219,3.7644,3.1152,0.0000,-2.4000,1,0,0,3.0576
7.368,220,3.7644,3.0323,0.0000,-2.4000,0,0,0,3.0502
7.399,221,3.7644,2.9573,0.0000,-2.4000,0,0,0,3.0460
7.434,222,3.7644,2.8731,0.0000,-2.4000,0,0,0,3.0454
7.468,223,3.7644,2.7929,0.0000,-2.4000,0,0,0,3.0336
7.503,224,3.7644,2.7072,0.0000,-2.4000,0,0,0,3.0209
7.535,225,3.7644,2.6316,0.0000,-2.4000,0,0,0,2.9895
7.569,226,3.7644,2.5508,0.0000,-2.4000,0,0,0,2.9547
7.602,227,3.7644,2.4711,0.0000,-2.4000,0,0,0,2.9429
7.636,228,3.7644,2.3899,0.0000,-2.4000,0,0,0,2.9303
7.668,229,3.7644,2.3115,0.0000,-2.4000,0,0,0,2.9200
7.702,230,3.7644,2.2300,0.0000,-2.4000,0,0,0,2.9129
7.734,231,3.7644,2.1531,0.0000,-2.4000,0,0,0,2.9172
7.766,232,3.7644,2.0760,0.0000,-2.4000,0,0,0,2.9176
7.802,233,3.7644,1.9898,0.0000,-2.4000,0,0,0,2.9167
7.838,234,3.7644,1.9036,0.0000,-2.4000,0,0,0,2.9136
7.866,235,3.7644,1.8359,0.0000,-2.4000,0,0,0,2.9131
7.902,236,3.7644,1.7509,0.0000,-2.4000,0,0,0,2.9177
7.939,237,3.7644,1.6626,0.0000,-2.4000,0,0,0,2.9125
7.969,238,3.7644,1.5887,0.0000,-2.4000,0,0,0,2.9113
8.001,239,3.7644,1.5128,0.0000,-2.4000,0,0,0,2.9149
8.038,240,3.7644,1.4231,0.0000,-2.4000,0,0,0,2.9141
8.076,241,3.7644,1.3319,0.0000,-2.4000,0,0,0,2.9100
8.102,242,3.7644,1.2714,0.0000,-2.4000,0,0,0,2.9096
8.133,243,3.7644,1.1952,0.0000,-2.4000,0,0,0,2.9179
8.169,244,3.7644,1.1098,0.0000,-2.4000,0,0,0,2.9132
8.205,245,3.7644,1.0227,0.0000,-2.4000,0,0,0,2.9106
8.234,246,3.7644,0.9528,0.0000,-2.4000,0,0,0,2.9001
8.274,247,3.7644,0.8580,0.0000,-2.4000,0,0,0,2.8839
8.302,248,3.7644,0.7911,0.0000,-2.4000,0,0,0,2.8769
8.334,249,3.7644,0.7134,0.0000,-2.4000,0,0,0,2.8846
8.368,250,3.7644,0.6328,0.0000,-2.4000,0,0,0,2.8707
8.401,251,3.7644,0.5530,0.0000,-2.4000,0,0,0,2.8422
8.435,252,3.7644,0.4718,0.0000,-2.4000,0,0,0,2.7872
8.466,253,3.7644,0.3970,0.0000,-2.4000,0,0,0,2.7868
8.504,254,3.7644,0.3060,0.0000,-2.4000,0,0,0,2.7885
8.540,255,3.7644,0.2201,0.0000,-2.4000,0,0,0,2.7840
8.569,256,3.7644,0.1486,0.0000,-2.4000,0,0,0,2.6865
8.603,257,3.7644,0.0686,0.0000,-2.4000,0,0,0,2.5808
8.633,258,3.7644,-0.0026,0.0000,-2.4000,0,0,0,2.5785
8.668,259,3.7644,-0.0873,0.0000,-2.4000,0,0,0,2.5807
8.707,260,3.7644,-0.1812,0.0000,-2.4000,0,0,0,2.5772
8.734,261,3.7644,-0.2459,0.0000,-2.4000,0,0,0,2.5063
8.766,262,3.7644,-0.3233,0.0000,-2.4000,0,0,0,2.4478
8.801,263,3.7644,-0.4070,0.0000,-2.4000,0,0,0,2.4366
8.834,264,3.7644,-0.4864,0.0000,-2.4000,0,0,0,2.4350
8.868,265,3.7615,-0.5675,-1.6971,-1.6971,0,0,0,2.4361
8.903,266,3.7027,-0.6263,-1.6971,-1.6971,0,0,0,2.4044
8.934,267,3.6501,-0.6789,-1.6971,-1.6971,0,0,0,2.3211
8.966,268,3.5955,-0.7335,-1.6971,-1.6971,1,0,0,2.2676
9.001,269,3.5370,-0.7920,-1.6971,-1.6971,0,0,0,2.2602
9.032,270,3.4837,-0.8454,-1.6971,-1.6971,0,0,0,2.1815
9.067,271,3.4236,-0.9054,-1.6971,-1.6971,0,0,0,2.0476
9.099,272,3.3695,-0.9595,-1.6971,-1.6971,0,0,0,1.9865
9.134,273,3.3103,-1.0187,-1.6971,-1.6971,0,0,0,1.9734
9.166,274,3.2560,-1.0730,-1.6971,-1.6971,0,0,0,1.9660
9.199,275,3.2000,-1.1290,-1.6971,-1.6971,0,0,0,1.9637
9.235,276,3.1401,-1.1890,-1.6971,-1.6971,0,0,0,1.9591
9.267,277,3.0856,-1.2435,-1.6971,-1.6971,0,0,0,1.9405
9.299,278,3.0305,-1.2985,-1.6971,-1.6971,0,0,0,1.9022
9.335,279,2.9699,-1.3591,-1.6971,-1.6971,0,0,0,1.8994
9.368,280,2.9136,-1.4154,-1.6971,-1.6971,0,0,0,1.8945
9.400,281,2.8591,-1.4700,-1.6971,-1.6971,0,0,0,1.8763
9.431,282,2.8060,-1.5230,-1.6971,-1.6971,0,0,0,1.8753
9.468,283,2.7439,-1.5852,-1.6971,-1.6971,1,0,0,1.8502
9.504,284,2.6820,-1.6470,-1.6971,-1.6971,0,0,0,1.7165
9.535,285,2.6300,-1.6990,-1.6971,-1.6971,0,0,0,1.4849
9.572,286,2.5680,-1.7611,-1.6971,-1.6971,0,0,0,1.4066
9.603,287,2.5144,-1.8146,-1.6971,-1.6971,0,0,0,1.4028
9.632,288,2.4648,-1.8642,-1.6971,-1.6971,0,0,0,1.4234
9.667,289,2.4058,-1.9232,-1.6971,-1.6971,0,0,0,1.4376
9.701,290,2.3485,-1.9805,-1.6971,-1.6971,0,0,0,1.4341
9.736,291,2.2893,-2.0398,-1.6971,-1.6971,0,0,0,1.4342
9.771,292,2.2303,-2.0987,-1.6971,-1.6971,0,0,0,1.4212
9.801,293,2.1784,-2.1506,-1.6971,-1.6971,0,0,0,1.2844
9.842,294,2.1100,-2.2190,-1.6971,-1.6971,0,0,0,0.7331
9.874,295,2.0554,-2.2736,-1.6971,-1.6971,0,0,0,0.1986
9.902,296,2.0079,-2.3211,-1.6971,-1.6971,0,0,0,0.0039
9.933,297,1.9542,-2.3748,-1.6971,-1.6971,0,0,0,-0.0777
9.965,298,1.8997,-2.4293,-1.6971,-1.6971,0,0,0,-0.1067
10.002,299,1.8376,-2.4914,-1.6971,-1.6971,0,0,0,-0.1293
10.035,300,1.7817,-2.5473,-1.6971,-1.6971,0,0,0,-0.1771
10.069,301,1.7320,-2.6052,1.6971,-1.6971,0,0,0,-0.2155
10.102,302,1.7871,-2.6602,1.6971,-1.6971,0,0,0,-0.2325
10.135,303,1.8433,-2.7165,1.6971,-1.6971,0,0,0,-0.2360
10.165,304,1.8953,-2.7685,1.6971,-1.6971,0,0,0,-0.2422
10.200,305,1.9785,-2.7708,2.4000,0.0000,0,0,0,-0.2498
10.234,306,2.0581,-2.7708,2.4000,0.0000,0,0,0,-0.2588
10.267,307,2.1374,-2.7708,2.4000,0.0000,0,0,0,-0.2736
10.302,308,2.2227,-2.7708,2.4000,0.0000,0,0,0,-0.2850
10.333,309,2.2973,-2.7708,2.4000,0.0000,0,0,0,-0.2957
10.369,310,2.3830,-2.7708,2.4000,0.0000,0,0,0,-0.3015
10.399,311,2.4557,-2.7708,2.4000,0.0000,0,0,0,-0.3066
10.434,312,2.5399,-2.7708,2.4000,0.0000,0,0,0,-0.3108
10.466,313,2.6170,-2.7708,2.4000,0.0000,0,0,0,-0.3109
10.501,314,2.6754,-2.8286,1.6971,-1.6971,0,0,0,-0.2921
10.535,315,2.7336,-2.8867,1.6971,-1.6971,0,0,0,-0.2866
10.567,316,2.7874,-2.9405,1.6971,-1.6971,0,0,0,-0.2817
10.602,317,2.8479,-3.0010,1.6971,-1.6971,0,0,0,-0.2780
10.636,318,2.8964,-3.0577,-1.6971,-1.6971,0,0,0,-0.2740
10.668,319,2.8413,-3.1128,-1.6971,-1.6971,0,0,0,-0.2709
10.703,320,2.7822,-3.1719,-1.6971,-1.6971,0,0,0,-0.2646
10.736,321,2.7266,-3.2275,-1.6971,-1.6971,0,0,0,-0.2586
10.767,322,2.6732,-3.2809,-1.6971,-1.6971,0,0,0,-0.2334
10.800,323,2.6181,-3.3360,-1.6971,-1.6971,0,0,0,-0.2194
10.834,324,2.5598,-3.3943,-1.6971,-1.6971,0,0,0,-0.2113
10.869,325,2.5013,-3.4528,-1.6971,-1.6971,0,0,0,-0.2083
10.903,326,2.4431,-3.5110,-1.6971,-1.6971,0,0,0,-0.2061
10.933,327,2.3922,-3.5619,-1.6971,-1.6971,0,0,0,-0.2043
10.965,328,2.3372,-3.6169,-1.6971,-1.6971,0,0,0,-0.2037
11.001,329,2.2761,-3.6780,-1.6971,-1.6971,0,0,0,-0.1966
11.033,330,2.2229,-3.7312,-1.6971,-1.6971,0,0,0,-0.1822
11.067,331,2.1651,-3.7890,-1.6971,-1.6971,0,0,0,-0.1786
11.103,332,2.1033,-3.8508,-1.6971,-1.6971,0,0,0,-0.1681
11.137,333,2.0463,-3.9078,-1.6971,-1.6971,0,0,0,-0.1456
11.167,334,1.9948,-3.9593,-1.6971,-1.6971,0,0,0,-0.1252
11.201,335,1.9367,-4.0174,-1.6971,-1.6971,0,0,0,-0.1202
11.233,336,1.8828,-4.0713,-1.6971,-1.6971,1,0,0,-0.1183
11.266,337,1.8268,-4.1273,-1.6971,-1.6971,0,0,0,-0.1186
11.298,338,1.7724,-4.1817,-1.6971,-1.6971,0,0,0,-0.1180
11.335,339,1.7093,-4.2448,-1.6971,-1.6971,0,0,0,-0.1180
11.369,340,1.6519,-4.3022,-1.6971,-1.6971,0,0,0,-0.1166
11.402,341,1.5958,-4.3583,-1.6971,-1.6971,0,0,0,-0.1136
11.435,342,1.5403,-4.4138,-1.6971,-1.6971,0,0,0,-0.1002
11.466,343,1.4873,-4.4668,-1.6971,-1.6971,0,0,0,-0.0833
11.499,344,1.4308,-4.5233,-1.6971,-1.6971,0,0,0,-0.0623
11.533,345,1.3737,-4.5804,-1.6971,-1.6971,0,0,0,-0.0566
11.566,346,1.3181,-4.6360,-1.6971,-1.6971,0,0,0,-0.0564
11.601,347,1.2585,-4.6956,-1.6971,-1.6971,0,0,0,-0.0566
11.635,348,1.2007,-4.7534,-1.6971,-1.6971,0,0,0,-0.0523
11.670,349,1.1418,-4.8123,-1.6971,-1.6971,0,0,0,-0.0484
11.705,350,1.0903,-4.8752,0.0000,-2.4000,0,0,0,-0.0455
11.738,351,1.1023,-4.9438,2.4000,0.0000,0,0,0,-0.0321
